W-L,pythW-L,R,RA,BatAge,PAge,#Bat,#P,ttlsalary,YPN2,YPN3,YPN4,YPN5,YPN6,AB,H,2b,3b,hr,bb,so,sb,cs,hbp,sf,ER,ERA,CG,SHO,SV,IPOuts,HA,HRA,BBA,SOA,E,DP,FP,attendance,YearP1W
0.625,0.625,703,532,27.8,26.6,32,15,15269314,0.568,0.667,0.605,0.556,0.42,5408,1387,251,24,152,544,842,140,51,,,465,2.91,31,22,46,4317,1253,78,404,1100,115,127,0.98,3055445,0.537
0.562,0.555,759,672,28.5,30,41,20,12462666,0.525,0.438,0.475,0.5,0.432,5510,1508,294,31,151,528,832,107,63,,,625,3.93,18,9,52,4293,1457,146,453,897,83,155,0.98,3030672,0.494
0.537,0.546,682,616,28.4,27.2,35,14,8402000,0.562,0.478,0.441,0.416,0.537,5488,1409,258,26,113,439,911,159,55,,,555,3.45,30,8,51,4347,1355,125,437,832,120,146,0.98,1923238,0.5
0.584,0.565,628,544,29,29.2,38,19,16850515,0.451,0.451,0.586,0.488,0.562,5431,1346,217,25,99,437,947,131,46,,,481,2.96,32,24,49,4389,1291,84,473,1029,142,126,0.97,2980262,0.481
0.522,0.538,704,648,29.5,29,41,17,14556562,0.512,0.469,0.562,0.519,0.488,5469,1419,275,40,121,486,944,137,54,,,579,3.65,29,12,32,4284,1415,102,465,886,124,147,0.98,2350181,0.568
0.506,0.49,617,631,29.5,33.1,39,15,12286167,0.469,0.593,0.512,0.494,0.525,5494,1338,239,31,96,474,840,198,71,,,558,3.41,21,15,40,4422,1339,123,478,1049,138,124,0.97,1933505,0.531
0.543,0.53,703,658,32.1,31.1,37,14,12869571,0.605,0.537,0.522,0.642,0.568,5433,1358,213,28,143,588,841,87,42,,,596,3.71,34,8,36,4335,1361,150,497,890,109,129,0.98,2081162,0.364
0.481,0.457,666,731,28.1,27,44,18,8936500,0.377,0.519,0.37,0.463,0.432,5505,1435,235,28,134,416,866,97,50,,,663,4.16,35,10,46,4302,1501,120,442,812,124,131,0.98,1411610,0.451
0.54,0.533,641,596,27.5,26.7,45,20,8888409,0.519,0.531,0.553,0.432,0.457,5426,1334,246,25,122,479,922,207,56,,,542,3.35,24,13,43,4365,1271,121,504,934,121,131,0.98,2072528,0.463
0.441,0.417,631,757,27.3,26.6,44,21,6390000,0.475,0.444,0.525,0.457,0.611,5449,1327,224,35,132,446,908,98,46,,,659,4.12,11,9,43,4317,1467,138,533,754,154,177,0.97,1115749,0.429
0.475,0.477,660,694,27.6,27.1,39,18,13119198,0.472,0.438,0.478,0.596,0.438,5675,1481,262,46,113,403,910,120,46,,,625,3.84,30,10,29,4392,1494,115,490,897,125,128,0.98,2089034,0.574
0.549,0.575,813,689,28.8,28.7,37,17,13896092,0.481,0.59,0.5,0.531,0.481,5545,1569,310,39,124,623,728,65,36,,,629,3.97,26,14,37,4278,1415,143,493,1085,93,123,0.98,2464851,0.512
0.335,0.341,550,789,27.7,27.3,43,21,13532075,0.414,0.451,0.516,0.525,0.605,5358,1275,199,20,137,504,869,69,44,,,714,4.54,20,7,26,4248,1506,153,523,709,118,172,0.98,1660738,0.537
0.338,0.371,555,741,28.9,27.4,40,19,12728174,0.429,0.447,0.407,0.494,0.543,5440,1319,228,28,96,432,848,95,69,,,657,4.09,14,4,25,4338,1481,108,524,810,151,138,0.97,848089,0.394
0.463,0.465,714,771,29.5,27.4,44,19,11947388,0.463,0.568,0.556,0.5,0.432,5582,1458,258,31,124,469,819,86,52,,,698,4.32,26,9,33,4365,1503,135,568,817,135,175,0.97,2340925,0.562
0.562,0.513,741,720,27.5,28.2,41,21,6942052,0.484,0.522,0.484,0.506,0.531,5527,1467,310,39,120,501,918,166,74,,,632,3.92,16,8,50,4350,1428,145,446,1012,147,122,0.97,1850324,0.5
0.593,0.614,845,655,27.8,27.8,38,15,10479501,0.531,0.615,0.549,0.549,0.481,5635,1514,277,38,215,555,970,126,50,,,604,3.74,18,8,43,4362,1323,158,567,1064,111,148,0.98,2778429,0.537
0.463,0.486,823,849,26.3,27.6,39,19,880000,0.537,0.385,0.429,0.475,0.395,5564,1478,264,35,194,567,1081,120,71,,,743,4.63,20,3,27,4332,1388,199,760,1103,148,148,0.97,1763053,0.435
0.586,0.564,798,693,28.1,27.9,39,18,11758000,0.491,0.623,0.519,0.488,0.568,5500,1449,252,49,94,644,933,248,72,,,637,3.91,10,7,48,4398,1484,129,533,873,116,172,0.98,3072122,0.469
0.556,0.571,783,669,27.9,29.1,46,20,7290000,0.512,0.383,0.407,0.488,0.537,5608,1458,274,32,205,511,1094,126,97,,,601,3.68,19,10,38,4413,1407,146,547,1038,129,183,0.98,1917168,0.512
0.481,0.476,760,801,26.8,25.9,41,18,2263500,0.414,0.457,0.457,0.37,0.469,5508,1499,282,48,161,500,863,174,73,,,713,4.49,39,10,33,4290,1503,199,497,919,121,150,0.98,1134255,0.422
0.401,0.439,668,763,26.5,27.7,39,19,11065796,0.457,0.512,0.568,0.5,0.5,5456,1419,209,48,113,577,992,198,91,,,680,4.27,14,10,33,4299,1402,175,602,897,146,135,0.97,1454061,0.516
0.494,0.487,723,744,26.4,26.5,49,22,7652000,0.395,0.354,0.463,0.519,0.519,5536,1464,282,45,131,535,914,140,58,,,674,4.2,25,13,39,4335,1377,164,562,914,123,147,0.98,1161193,0.531
0.494,0.47,702,749,28.6,28.2,38,18,11514233,0.534,0.463,0.5,0.556,0.549,5475,1390,248,51,169,587,1109,111,49,,,673,4.18,13,7,48,4344,1453,167,587,877,121,137,0.98,2100110,0.404
0.5,0.51,806,789,27.7,28.1,45,22,11680839,0.469,0.475,0.475,0.457,0.42,5511,1432,263,33,199,593,1056,140,63,,,694,4.32,18,6,40,4335,1442,176,531,1042,142,122,0.97,1678921,0.642
0.549,0.518,788,758,29.8,32.1,48,22,17099714,0.556,0.602,0.537,0.562,0.488,5511,1445,239,16,196,604,949,105,43,,,701,4.36,19,10,47,4338,1475,179,542,900,102,155,0.98,2427672,0.528
0.568,0.575,823,698,28,25.8,39,18,13846714,0.667,0.605,0.556,0.42,0.401,5601,1499,287,34,192,592,1012,159,49,,,620,3.84,16,7,51,4362,1407,135,510,1032,137,137,0.97,3034129,0.625
0.525,0.489,786,806,27.8,31.4,36,17,6397500,0.438,0.475,0.5,0.432,0.37,5441,1422,258,35,196,523,898,113,65,,,734,4.63,16,4,39,4281,1465,210,564,990,98,147,0.98,2081976,0.562
0.562,0.525,862,817,27.4,26.2,37,17,7293224,0.478,0.441,0.416,0.537,0.586,5625,1552,272,46,163,598,1040,176,74,,,752,4.62,28,6,45,4392,1548,169,529,1039,145,155,0.97,1909244,0.537
0.451,0.472,635,675,28.2,27.9,48,18,13675403,0.451,0.586,0.488,0.562,0.543,5517,1389,236,23,125,445,923,128,59,,,601,3.72,29,8,32,4365,1415,130,565,1097,155,144,0.97,2797409,0.584
0.512,0.516,715,691,29.3,27.4,38,15,11828056,0.469,0.562,0.519,0.488,0.556,5499,1443,239,40,168,523,1034,125,43,,,611,3.86,44,11,26,4272,1424,128,548,923,131,151,0.97,2392471,0.522
0.469,0.479,648,678,29.9,31.6,43,17,12608371,0.593,0.512,0.494,0.525,0.475,5485,1386,238,28,122,526,936,162,46,,,615,3.84,13,13,33,4323,1363,141,525,1137,115,113,0.98,1909902,0.506
0.605,0.59,896,735,31.1,29.5,37,14,12122881,0.537,0.522,0.642,0.568,0.512,5649,1535,274,32,225,653,913,106,50,,,650,4.02,33,10,31,4368,1430,180,563,976,122,147,0.98,2061830,0.543
0.377,0.386,742,957,27.7,30.5,44,21,8513750,0.519,0.37,0.463,0.432,0.481,5606,1476,267,30,187,489,977,140,54,,,834,5.28,24,8,25,4266,1566,219,606,849,152,128,0.97,1077898,0.481
0.519,0.518,783,752,28.9,28.3,37,18,9281500,0.531,0.553,0.432,0.457,0.377,5560,1478,262,29,192,514,928,169,46,,,684,4.24,7,6,44,4356,1486,170,485,919,128,137,0.97,2185205,0.54
0.475,0.501,748,746,27.7,27.6,36,18,10641843,0.444,0.525,0.457,0.611,0.537,5538,1427,283,36,173,487,971,138,52,,,691,4.3,29,12,37,4341,1436,189,537,792,115,174,0.98,1208060,0.441
0.472,0.451,720,801,28.9,27.6,36,15,14307999,0.438,0.478,0.596,0.438,0.451,5583,1475,244,33,209,504,1064,109,48,,,725,4.55,11,5,48,4302,1524,159,628,1024,130,154,0.97,2035130,0.475
0.481,0.509,842,825,28.8,27.1,35,13,10144167,0.59,0.5,0.531,0.481,0.549,5586,1554,273,26,174,606,825,77,45,,,761,4.77,47,13,16,4308,1584,190,517,1034,110,158,0.98,2231551,0.549
0.414,0.415,729,880,30.1,27.7,41,18,13900273,0.451,0.516,0.525,0.605,0.58,5576,1437,219,20,211,524,939,69,45,,,801,5.01,17,6,30,4317,1555,226,547,870,109,174,0.98,1835692,0.335
0.429,0.452,747,829,29.6,29.2,41,20,16544560,0.447,0.407,0.494,0.543,0.549,5428,1401,284,24,152,641,834,135,68,,,734,4.63,16,4,32,4281,1529,163,587,837,116,170,0.98,1217402,0.338
0.463,0.481,770,803,29.4,30.8,37,16,12843499,0.568,0.556,0.5,0.432,0.574,5570,1406,257,26,172,590,926,125,44,,,709,4.38,20,7,36,4371,1481,212,504,941,117,162,0.98,2696299,0.463
0.484,0.465,637,688,27.4,27.5,43,20,11103600,0.522,0.484,0.506,0.531,0.556,5508,1401,255,50,110,537,1016,193,95,,,616,3.78,15,9,50,4398,1350,119,566,1051,133,132,0.97,1128981,0.562
0.531,0.545,809,733,28.4,27.7,36,18,12611047,0.615,0.549,0.549,0.481,0.349,5716,1540,285,35,181,496,848,110,59,,,669,4.08,16,12,44,4428,1467,164,487,1002,100,150,0.98,2455477,0.593
0.537,0.517,771,743,27.2,26.4,37,16,6743119,0.385,0.429,0.475,0.395,0.543,5529,1479,248,43,184,511,1088,103,85,,,662,4.11,15,8,41,4350,1356,145,736,1059,120,160,0.98,1692002,0.463
0.491,0.492,601,611,27.4,28.6,38,17,9875010,0.623,0.519,0.488,0.568,0.578,5378,1270,216,48,58,568,905,262,78,,,549,3.37,17,4,46,4398,1364,135,485,761,123,178,0.98,2471974,0.586
0.512,0.555,698,618,26.9,29.3,40,18,8947000,0.383,0.407,0.488,0.537,0.505,5501,1394,269,29,114,536,1087,148,93,,,540,3.33,18,10,35,4380,1264,121,591,992,143,149,0.97,1528748,0.556
0.414,0.431,718,835,26.7,26.9,40,17,5958309,0.457,0.457,0.37,0.469,0.404,5498,1392,243,41,158,572,1148,93,76,,,743,4.65,33,5,27,4317,1590,171,585,944,156,191,0.97,1029045,0.481
0.457,0.456,656,723,29.2,28.1,39,19,11380693,0.512,0.568,0.5,0.5,0.373,5515,1442,239,25,136,484,917,96,68,,,640,3.99,13,7,32,4329,1406,150,607,934,135,135,0.97,1805716,0.401
0.395,0.475,663,700,27.2,28.5,39,18,10843500,0.354,0.463,0.519,0.519,0.451,5456,1366,273,33,111,569,929,152,84,,,628,3.9,17,9,30,4350,1397,138,570,924,142,134,0.97,1000917,0.494
0.534,0.516,739,713,27.8,28.6,42,22,11590166,0.463,0.5,0.556,0.549,0.551,5483,1386,266,39,154,589,1154,153,59,,,621,3.85,22,11,39,4353,1473,130,553,874,137,157,0.97,1933335,0.494
0.469,0.482,731,760,28.5,27.3,44,21,9779421,0.475,0.475,0.457,0.42,0.587,5435,1370,213,25,163,553,983,139,61,,,686,4.31,22,8,37,4299,1334,166,667,937,135,120,0.97,1314646,0.5
0.556,0.535,797,738,29.2,30.3,43,18,18494253,0.602,0.537,0.562,0.488,0.551,5570,1512,275,23,188,645,911,139,48,,,659,4.11,13,8,58,4329,1461,175,492,878,127,153,0.97,2268030,0.549
0.667,0.635,783,578,28,25.5,36,15,15393714,0.605,0.556,0.42,0.401,0.398,5558,1462,261,31,148,631,968,118,48,,,513,3.11,27,11,46,4452,1304,103,509,1083,138,145,0.97,2767601,0.568
0.438,0.443,741,839,26.8,28.5,38,18,8748167,0.475,0.5,0.432,0.37,0.376,5531,1446,257,39,196,501,977,81,61,,,759,4.77,39,6,24,4296,1579,200,503,937,118,168,0.98,1255453,0.525
0.478,0.456,667,734,29.1,26.2,39,17,9943642,0.441,0.416,0.537,0.586,0.569,5461,1393,255,38,127,530,986,100,50,,,638,4.01,29,12,32,4293,1478,158,494,952,146,146,0.97,1265041,0.562
0.451,0.472,638,679,28,27.8,38,14,14913776,0.586,0.488,0.562,0.543,0.573,5471,1373,232,14,130,478,966,155,67,,,607,3.76,35,14,25,4362,1428,115,499,1051,179,118,0.97,3023208,0.451
0.469,0.487,654,673,30.8,27.3,36,13,13043698,0.562,0.519,0.488,0.556,0.485,5561,1403,264,45,137,474,919,97,46,,,611,3.82,24,13,31,4320,1413,121,479,888,123,153,0.98,2320794,0.512
0.593,0.563,654,569,29.9,30.7,40,19,9873276,0.512,0.494,0.525,0.475,0.555,5441,1388,244,32,125,536,916,163,75,,,510,3.15,18,19,51,4368,1203,116,523,1160,130,108,0.97,1734276,0.469
0.537,0.551,798,714,30.4,28.9,40,16,12335714,0.522,0.642,0.568,0.512,0.55,5512,1447,234,30,198,613,885,138,58,,,645,4.02,33,12,38,4329,1374,183,571,880,108,163,0.98,1899437,0.605
0.519,0.495,831,841,27.6,29.8,36,18,7809500,0.37,0.463,0.432,0.481,0.505,5702,1620,270,45,157,456,944,141,54,,,736,4.58,31,7,34,4341,1548,167,605,744,156,148,0.97,1471805,0.377
0.531,0.509,732,717,30.8,27.9,34,15,11906388,0.553,0.432,0.457,0.377,0.611,5536,1404,237,35,144,586,920,177,53,,,638,3.91,14,8,45,4404,1465,136,524,924,140,160,0.97,1692432,0.519
0.444,0.463,644,699,27.3,28.1,47,18,10418819,0.525,0.457,0.611,0.537,0.509,5406,1335,197,34,121,487,940,115,54,,,630,3.93,18,8,38,4326,1361,143,561,895,117,142,0.98,1424313,0.475
0.438,0.437,680,781,29.8,28.5,39,18,17208165,0.478,0.596,0.438,0.451,0.369,5499,1409,258,27,155,508,966,132,62,,,721,4.49,11,6,42,4335,1546,143,557,962,124,147,0.98,1859102,0.472
0.59,0.56,794,696,30.5,28,38,16,14402239,0.5,0.531,0.481,0.549,0.546,5498,1488,320,21,144,595,707,41,34,,,624,3.93,36,6,41,4287,1469,167,474,1033,129,146,0.97,2147641,0.481
0.451,0.468,708,760,29.8,28.8,41,17,13001258,0.516,0.525,0.605,0.58,0.562,5524,1425,223,13,169,563,862,64,34,,,686,4.3,17,6,39,4308,1451,177,535,954,135,163,0.97,1973176,0.414
0.447,0.429,615,719,29.7,28.9,36,16,17102786,0.407,0.494,0.543,0.549,0.472,5384,1348,241,24,138,538,904,93,76,,,628,3.97,17,5,39,4272,1443,117,576,932,141,181,0.97,1387181,0.429
0.568,0.563,786,684,31.7,30.3,38,19,14427258,0.556,0.5,0.432,0.574,0.464,5433,1387,236,36,167,671,860,109,42,,,621,3.84,29,12,40,4368,1356,153,478,955,107,156,0.98,2655872,0.463
0.522,0.498,633,636,27.7,27.5,44,20,9470166,0.484,0.506,0.531,0.556,0.556,5429,1342,242,49,118,492,880,169,77,,,575,3.55,13,13,53,4371,1346,99,509,870,121,152,0.98,1502494,0.484
0.615,0.615,759,588,27.8,28.9,40,15,8812550,0.549,0.549,0.481,0.349,0.414,5508,1482,281,53,158,503,807,144,77,,,533,3.31,18,9,47,4344,1312,147,484,823,125,164,0.98,2468925,0.531
0.385,0.392,617,785,29.1,29.2,43,20,7676500,0.429,0.475,0.395,0.543,0.472,5361,1359,213,41,129,530,819,130,76,,,715,4.56,18,5,33,4233,1479,173,501,863,119,145,0.98,1112497,0.537
0.623,0.62,747,572,27.7,29,37,16,11817083,0.519,0.488,0.568,0.578,0.457,5467,1446,245,59,87,586,853,314,96,,,504,3.1,37,20,44,4392,1343,98,453,798,108,166,0.98,2637563,0.491
0.383,0.413,556,674,27.7,27.7,36,15,8221714,0.407,0.488,0.537,0.505,0.466,5420,1263,217,31,115,488,962,99,55,,,581,3.61,13,5,24,4344,1348,125,572,985,144,134,0.97,818697,0.512
0.457,0.441,719,818,26.9,26.1,42,21,4613000,0.457,0.37,0.469,0.404,0.364,5521,1410,277,38,171,564,942,94,35,,,745,4.68,23,8,30,4296,1456,154,637,868,122,156,0.98,1128696,0.414
0.512,0.52,650,622,29.7,28.2,33,15,11036583,0.568,0.5,0.5,0.373,0.451,5507,1405,241,28,109,513,809,60,39,,,548,3.4,26,19,44,4353,1399,127,443,727,124,158,0.98,2210352,0.457
0.354,0.401,568,708,28.2,28.5,43,18,9227500,0.463,0.519,0.519,0.451,0.512,5436,1340,251,28,80,514,842,110,60,,,637,3.97,15,6,29,4335,1406,107,584,962,133,127,0.97,735900,0.395
0.463,0.496,667,673,27.9,30.2,37,17,10124966,0.5,0.556,0.549,0.551,0.562,5477,1343,238,47,141,527,1095,122,51,,,592,3.68,24,9,30,4341,1424,115,596,899,139,142,0.97,1830350,0.534
0.475,0.482,757,787,29.5,28.9,36,17,9058606,0.475,0.457,0.42,0.587,0.512,5581,1475,230,34,155,508,861,117,58,,,712,4.41,10,6,41,4359,1451,172,607,785,140,137,0.97,1334599,0.469
0.602,0.608,839,660,28.8,30.9,39,17,14238204,0.537,0.562,0.488,0.551,0.636,5458,1458,272,31,176,620,771,155,53,,,590,3.69,25,9,49,4320,1373,157,518,907,123,172,0.97,2214587,0.556
0.605,0.591,695,568,28.1,24.7,38,17,10834762,0.556,0.42,0.401,0.398,0.414,5549,1425,239,35,134,546,872,117,53,,,514,3.11,32,19,37,4464,1306,111,515,1039,115,138,0.98,2761601,0.667
0.475,0.453,705,782,26.4,28.1,36,17,5764821,0.5,0.432,0.37,0.376,0.478,5509,1453,282,41,141,502,779,68,44,,,710,4.48,41,7,34,4278,1468,164,462,767,120,139,0.98,1651814,0.438
0.441,0.432,690,802,29.9,30.3,39,17,11284107,0.416,0.537,0.586,0.569,0.531,5568,1467,250,44,101,462,746,69,34,,,701,4.39,34,5,37,4311,1510,175,499,777,142,153,0.97,1360265,0.478
0.586,0.574,682,579,27.7,28,41,14,10967917,0.488,0.562,0.543,0.573,0.564,5502,1434,226,28,129,539,846,136,58,,,482,2.96,37,21,36,4395,1280,102,462,979,166,131,0.97,3264593,0.451
0.562,0.533,687,639,30.7,26.1,35,14,9321179,0.519,0.488,0.556,0.485,0.599,5500,1384,261,49,154,473,840,128,48,,,567,3.49,27,11,41,4383,1433,103,463,846,127,160,0.98,2162717,0.469
0.512,0.51,706,691,29.9,31.4,38,16,9993051,0.494,0.525,0.475,0.555,0.571,5582,1457,261,42,121,477,873,96,56,,,593,3.66,17,9,42,4374,1393,119,543,909,152,159,0.97,1184314,0.593
0.522,0.526,729,688,29.5,29.1,36,14,10348143,0.642,0.568,0.512,0.55,0.519,5575,1413,254,45,202,526,926,75,41,,,612,3.78,31,11,40,4368,1313,141,556,943,141,152,0.97,2286609,0.537
0.37,0.424,729,861,28,27.4,38,19,6551666,0.463,0.432,0.481,0.505,0.494,5527,1465,254,31,116,492,817,132,72,,,775,4.91,24,7,28,4263,1556,170,547,702,141,161,0.97,655181,0.519
0.553,0.507,677,666,31.5,26.4,37,15,8359917,0.432,0.457,0.377,0.611,0.549,5431,1385,249,34,114,576,856,159,70,,,598,3.71,24,11,45,4353,1347,131,535,910,121,142,0.98,1834619,0.531
0.525,0.51,736,720,27.7,28.7,42,19,9846178,0.457,0.611,0.537,0.509,0.438,5470,1386,247,37,146,471,843,108,56,,,656,4.07,20,8,39,4353,1411,161,569,1023,111,152,0.98,1669888,0.444
0.478,0.472,686,729,30.2,28.4,40,20,12702917,0.596,0.438,0.451,0.369,0.395,5492,1397,239,28,150,562,937,182,49,,,667,4.16,20,8,42,4326,1492,156,519,820,134,150,0.97,2161534,0.438
0.5,0.548,800,720,29.4,26.8,36,17,10897560,0.531,0.481,0.549,0.546,0.519,5720,1615,292,31,162,562,816,66,27,,,659,4.06,35,8,29,4383,1487,130,540,913,145,161,0.97,1786633,0.59
0.516,0.531,818,764,29.6,28.9,38,15,11560712,0.525,0.605,0.58,0.562,0.617,5517,1451,234,22,214,604,908,69,43,,,694,4.38,32,6,33,4281,1480,160,568,793,115,168,0.98,2132387,0.451
0.407,0.404,632,781,28.1,28.8,33,14,14807000,0.494,0.543,0.549,0.472,0.503,5526,1359,213,28,126,553,849,72,52,,,678,4.19,9,9,29,4371,1512,134,642,776,159,197,0.97,1350137,0.447
0.556,0.518,732,703,32.1,28.3,41,19,14427894,0.5,0.432,0.574,0.464,0.406,5442,1364,215,31,153,648,902,106,51,,,633,3.91,22,8,41,4371,1453,171,514,767,112,202,0.98,2567427,0.568
